"Type","TypeLine","ShadowLine","Attach","AttachLine","Scale","ScaleLine"
"ART_DEF_UNIT_TIRADENTES","19582","19590","HorseBip Spine1","19591","1.0","19592"
"ART_DEF_UNIT_ADVENTURER_NATIVE_AMERICAN","19873","19881","HorseBip Spine1","19882","1.0","19883"
"ART_DEF_UNIT_BANDIT_RIDER_NATIVE_AMERICAN","20173","20181","HorseBip Spine1","20182","1.0","20183"
"ART_DEF_UNIT_CARABINIER_NATIVE_AMERICAN","20439","20447","HorseBip Spine1","20448","1.0","20449"
"ART_DEF_UNIT_CAVALRY_NATIVE_AMERICAN","20456","20464","HorseBip Spine1","20465","1.0","20466"
"ART_DEF_UNIT_CUIRASSIER_NATIVE_AMERICAN","20677","20685","HorseBip Spine1","20686","1.0","20687"
"ART_DEF_UNIT_DRAGOON_NATIVE_AMERICAN","20724","20732","HorseBip Spine1","20733","1.0","20734"
"ART_DEF_UNIT_HIGHWAYMAN_NATIVE_AMERICAN","21420","21428","HorseBip Spine1","21429","1.0","21430"
"ART_DEF_UNIT_HORSEMAN_NATIVE_AMERICAN","21473","21481","HorseBip Spine1","21482","1.0","21483"
"ART_DEF_UNIT_LANCER_NATIVE_AMERICAN","21675","21683","HorseBip Spine1","21684","1.0","21685"
"ART_DEF_UNIT_OUTLAW_NATIVE_AMERICAN","22450","22458","HorseBip Spine1","22459","1.0","22460"
"ART_DEF_UNIT_TRENCH_CAVALRY_NATIVE_AMERICAN","23141","23149","HorseBip Spine1","23150","1.0","23151"
"ART_DEF_UNIT_ADVENTURER_SOUTH_AMERICA","23660","23668","HorseBip Spine1","23669","1.0","23670"
"ART_DEF_UNIT_BANDIT_RIDER_SOUTH_AMERICA","23975","23983","HorseBip Spine1","23984","1.0","23985"
"ART_DEF_UNIT_CARABINIER_SOUTH_AMERICA","24241","24249","HorseBip Spine1","24250","1.0","24251"
"ART_DEF_UNIT_CAVALRY_SOUTH_AMERICA","24258","24266","HorseBip Spine1","24267","1.0","24268"
"ART_DEF_UNIT_CUIRASSIER_SOUTH_AMERICA","24429","24437","HorseBip Spine1","24438","1.0","24439"
"ART_DEF_UNIT_DRAGOON_SOUTH_AMERICA","24476","24484","HorseBip Spine1","24485","1.0","24486"
"ART_DEF_UNIT_HIGHWAYMAN_SOUTH_AMERICA","25177","25185","HorseBip Spine1","25186","1.0","25187"
"ART_DEF_UNIT_HORSEMAN_SOUTH_AMERICA","25212","25220","HorseBip Spine1","25221","1.0","25222"
"ART_DEF_UNIT_LANCER_SOUTH_AMERICA","25398","25406","HorseBip Spine1","25407","1.0","25408"
"ART_DEF_UNIT_OUTLAW_SOUTH_AMERICA","26225","26233","HorseBip Spine1","26234","1.0","26235"
"ART_DEF_UNIT_TRENCH_CAVALRY_SOUTH_AMERICA","26834","26842","HorseBip Spine1","26843","1.0","26844"
"ART_DEF_UNIT_BANDIT_RIDER_EUROPEAN","27407","27415","HorseBip Spine1","27416","1.0","27417"
"ART_DEF_UNIT_HORSEMAN_EUROPEAN","28016","28024","HorseBip Spine1","28025","1.0","28026"
"ART_DEF_UNIT_LANCER_EUROPEAN","28033","28041","HorseBip Spine1","28042","1.0","28043"
"ART_DEF_UNIT_ADVENTURER_ASIAN","28641","28649","HorseBip Spine1","28650","1.0","28651"
"ART_DEF_UNIT_BANDIT_RIDER_ASIAN","28938","28946","HorseBip Spine1","28947","1.0","28948"
"ART_DEF_UNIT_CARABINIER_ASIAN","29223","29231","HorseBip Spine1","29232","1.0","29233"
"ART_DEF_UNIT_CAVALRY_ASIAN","29276","29284","HorseBip Spine1","29285","1.0","29286"
"ART_DEF_UNIT_CUIRASSIER_ASIAN","29532","29540","HorseBip Spine1","29541","1.0","29542"
"ART_DEF_UNIT_DRAGOON_ASIAN","29616","29624","HorseBip Spine1","29625","1.0","29626"
"ART_DEF_UNIT_HIGHWAYMAN_ASIAN","30462","30470","HorseBip Spine1","30471","1.0","30472"
"ART_DEF_UNIT_LANCER_ASIAN","30665","30673","HorseBip Spine1","30674","1.0","30675"
"ART_DEF_UNIT_LIGHT_CAVALRY_ASIAN","30733","30741","HorseBip Spine1","30742","1.0","30743"
"ART_DEF_UNIT_OUTLAW_ASIAN","31489","31497","HorseBip Spine1","31498","1.0","31499"
"ART_DEF_UNIT_TRENCH_CAVALRY_ASIAN","32276","32284","HorseBip Spine1","32285","1.0","32286"
"ART_DEF_UNIT_ADVENTURER_AFRICAN","32833","32841","HorseBip Spine1","32842","1.0","32843"
"ART_DEF_UNIT_BANDIT_RIDER_AFRICAN","33167","33175","HorseBip Spine1","33176","1.0","33177"
"ART_DEF_UNIT_CARABINIER_AFRICAN","33468","33476","HorseBip Spine1","33477","1.0","33478"
"ART_DEF_UNIT_CAVALRY_AFRICAN","33485","33493","HorseBip Spine1","33494","1.0","33495"
"ART_DEF_UNIT_CUIRASSIER_AFRICAN","33876","33884","HorseBip Spine1","33885","1.0","33886"
"ART_DEF_UNIT_DRAGOON_AFRICAN","33923","33931","HorseBip Spine1","33932","1.0","33933"
"ART_DEF_UNIT_HIGHWAYMAN_AFRICAN","34657","34665","HorseBip Spine1","34666","1.0","34667"
"ART_DEF_UNIT_LANCER_AFRICAN","34981","34989","HorseBip Spine1","34990","1.0","34991"
"ART_DEF_UNIT_OUTLAW_AFRICAN","35824","35832","HorseBip Spine1","35833","1.0","35834"
"ART_DEF_UNIT_TRENCH_CAVALRY_AFRICAN","36606","36614","HorseBip Spine1","36615","1.0","36616"
"ART_DEF_UNIT_ADVENTURER_MEAST","37125","37133","HorseBip Spine1","37134","1.0","37135"
"ART_DEF_UNIT_CARABINIER_MEAST","37495","37503","HorseBip Spine1","37504","1.0","37505"
"ART_DEF_UNIT_CAVALRY_MEAST","37512","37520","HorseBip Spine1","37521","1.0","37522"
"ART_DEF_UNIT_CUIRASSIER_MEAST","37753","37761","HorseBip Spine1","37762","1.0","37763"
"ART_DEF_UNIT_DRAGOON_MEAST","37800","37808","HorseBip Spine1","37809","1.0","37810"
"ART_DEF_UNIT_HIGHWAYMAN_MEAST","38379","38387","HorseBip Spine1","38388","1.0","38389"
"ART_DEF_UNIT_LANCER_MEAST","38600","38608","HorseBip Spine1","38609","1.0","38610"
"ART_DEF_UNIT_OUTLAW_MEAST","39442","39450","HorseBip Spine1","39451","1.0","39452"
"ART_DEF_UNIT_TRENCH_CAVALRY_MEAST","40052","40060","HorseBip Spine1","40061","1.0","40062"
"ART_DEF_UNIT_ADVENTURER_MESO_AMERICAN","40555","40563","HorseBip Spine1","40564","1.0","40565"
"ART_DEF_UNIT_CARABINIER_MESO_AMERICAN","40870","40877","HorseBip Spine1","40878","1.0","40879"
"ART_DEF_UNIT_CAVALRY_MESO_AMERICAN","40922","40930","HorseBip Spine1","40931","1.0","40932"
"ART_DEF_UNIT_CUIRASSIER_MESO_AMERICAN","41108","41115","HorseBip Spine1","41116","1.0","41117"
"ART_DEF_UNIT_HIGHWAYMAN_MESO_AMERICAN","41484","41492","HorseBip Spine1","41493","1.0","41494"
"ART_DEF_UNIT_HORSEMAN_MESO_AMERICAN","41519","41527","HorseBip Spine1","41528","1.0","41529"
"ART_DEF_UNIT_TRENCH_CAVALRY_MESO_AMERICAN","42684","42692","HorseBip Spine1","42693","1.0","42694"
"ART_DEF_UNIT_ADVENTURER_EGYPTIAN","43036","43044","HorseBip Spine1","43045","1.0","43046"
"ART_DEF_UNIT_BANDIT_RIDER_EGYPTIAN","43210","43218","HorseBip Spine1","43219","1.0","43220"
"ART_DEF_UNIT_CARABINIER_EGYPTIAN","43343","43351","HorseBip Spine1","43352","1.0","43353"
"ART_DEF_UNIT_CAVALRY_EGYPTIAN","43360","43368","HorseBip Spine1","43369","1.0","43370"
"ART_DEF_UNIT_CUIRASSIER_EGYPTIAN","43563","43571","HorseBip Spine1","43572","1.0","43573"
"ART_DEF_UNIT_DRAGOON_EGYPTIAN","43610","43618","HorseBip Spine1","43619","1.0","43620"
"ART_DEF_UNIT_HORSEMAN_EGYPTIAN","44131","44139","HorseBip Spine1","44140","1.0","44141"
"ART_DEF_UNIT_LANCER_EGYPTIAN","44216","44224","HorseBip Spine1","44225","1.0","44226"
"ART_DEF_UNIT_CARABINIER_DENMARK","45301","45309","HorseBip Spine1","45310","1.0","45311"
"ART_DEF_UNIT_KNIGHT_DENMARK","45432","45440","HorseBip Spine1","45441","1.0","45442"
"ART_DEF_UNIT_ADVENTURER_INDIA","45753","45761","HorseBip Spine1","45762","1.0","45763"
"ART_DEF_UNIT_BANDIT_RIDER_INDIA","46002","46010","HorseBip Spine1","46011","1.0","46012"
"ART_DEF_UNIT_CARABINIER_INDIA","46185","46193","HorseBip Spine1","46194","1.0","46195"
"ART_DEF_UNIT_CAVALRY_INDIA","46202","46210","HorseBip Spine1","46211","1.0","46212"
"ART_DEF_UNIT_CUIRASSIER_INDIA","46423","46431","HorseBip Spine1","46432","1.0","46433"
"ART_DEF_UNIT_DRAGOON_INDIA","46440","46448","HorseBip Spine1","46449","1.0","46450"
"ART_DEF_UNIT_HIGHWAYMAN_INDIA","46938","46946","HorseBip Spine1","46947","1.0","46948"
"ART_DEF_UNIT_HORSEMAN_INDIA","46973","46981","HorseBip Spine1","46982","1.0","46983"
"ART_DEF_UNIT_LANCER_INDIA","47158","47166","HorseBip Spine1","47167","1.0","47168"
"ART_DEF_UNIT_OUTLAW_INDIA","47881","47889","HorseBip Spine1","47890","1.0","47891"
"ART_DEF_UNIT_TRENCH_CAVALRY_INDIA","48417","48425","HorseBip Spine1","48426","1.0","48427"
"ART_DEF_UNIT_CARABINIER_GREEK","49061","49069","HorseBip Spine1","49070","1.0","49071"
"ART_DEF_UNIT_CAVALRY_GREEK","49078","49086","HorseBip Spine1","49087","1.0","49088"
"ART_DEF_UNIT_DRAGOON_GREEK","49267","49275","HorseBip Spine1","49276","1.0","49277"
"ART_DEF_UNIT_HORSEMAN_GREEK","49758","49766","HorseBip Spine1","49767","1.0","49768"
"ART_DEF_UNIT_LANCER_GREEK","49926","49934","HorseBip Spine1","49935","1.0","49936"
"ART_DEF_UNIT_TRENCH_CAVALRY_GREEK","50994","51002","HorseBip Spine1","51003","1.0","51004"
"ART_DEF_UNIT_CARABINIER_GERMAN","51596","51604","HorseBip Spine1","51605","1.0","51606"
"ART_DEF_UNIT_CAVALRY_GERMAN","51648","51656","HorseBip Spine1","51657","1.0","51658"
"ART_DEF_UNIT_CHIVALRY_GERMAN","51764","51771","HorseBip Spine1","51772","1.0","51773"
"ART_DEF_UNIT_CUIRASSIER_GERMAN","51885","51893","HorseBip Spine1","51894","1.0","51895"
"ART_DEF_UNIT_DRAGOON_GERMAN","51902","51910","HorseBip Spine1","51911","1.0","51912"
"ART_DEF_UNIT_HORSEMAN_GERMAN","52372","52380","HorseBip Spine1","52381","1.0","52382"
"ART_DEF_UNIT_LANCER_GERMAN","52523","52531","HorseBip Spine1","52532","1.0","52533"
"ART_DEF_UNIT_TRENCH_CAVALRY_GERMAN","53331","53339","HorseBip Spine1","53340","1.0","53341"
"ART_DEF_UNIT_CAVALRY_IROQUOIS","53595","53603","HorseBip Spine1","53604","1.0","53605"
"ART_DEF_UNIT_CAVALRY_FRENCH","54484","54492","HorseBip Spine1","54493","1.0","54494"
"ART_DEF_UNIT_CHIVALRY_FRENCH","54602","54609","HorseBip Spine1","54610","1.0","54611"
"ART_DEF_UNIT_CAVALRY_AUSTRALIA","55178","55186","HorseBip Spine1","55187","1.0","55188"
"ART_DEF_UNIT_TRENCH_CAVALRY_AUSTRALIA","55370","55378","HorseBip Spine1","55379","1.0","55380"
"ART_DEF_UNIT_ADVENTURER_BABYLON","55490","55498","HorseBip Spine1","55499","1.0","55500"
"ART_DEF_UNIT_BANDIT_RIDER_BABYLON","55619","55627","HorseBip Spine1","55628","1.0","55629"
"ART_DEF_UNIT_CARABINIER_BABYLON","55700","55708","HorseBip Spine1","55709","1.0","55710"
"ART_DEF_UNIT_CAVALRY_BABYLON","55717","55725","HorseBip Spine1","55726","1.0","55727"
"ART_DEF_UNIT_CUIRASSIER_BABYLON","55869","55877","HorseBip Spine1","55878","1.0","55879"
"ART_DEF_UNIT_DRAGOON_BABYLON","55886","55894","HorseBip Spine1","55895","1.0","55896"
"ART_DEF_UNIT_HORSEMAN_BABYLON","56290","56298","HorseBip Spine1","56299","1.0","56300"
"ART_DEF_UNIT_LANCER_BABYLON","56408","56416","HorseBip Spine1","56417","1.0","56418"
"ART_DEF_UNIT_TRENCH_CAVALRY_BABYLON","57287","57295","HorseBip Spine1","57296","1.0","57297"
"ART_DEF_UNIT_ADVENTURER_MONGOL","57668","57676","HorseBip Spine1","57677","1.0","57678"
"ART_DEF_UNIT_CARABINIER_MONGOL","57981","57989","HorseBip Spine1","57990","1.0","57991"
"ART_DEF_UNIT_CAVALRY_MONGOL","57998","58006","HorseBip Spine1","58007","1.0","58008"
"ART_DEF_UNIT_CUIRASSIER_MONGOL","58167","58175","HorseBip Spine1","58176","1.0","58177"
"ART_DEF_UNIT_DRAGOON_MONGOL","58184","58192","HorseBip Spine1","58193","1.0","58194"
"ART_DEF_UNIT_HORSEMAN_MONGOL","58562","58570","HorseBip Spine1","58571","1.0","58572"
"ART_DEF_UNIT_LANCER_MONGOL","58713","58721","HorseBip Spine1","58722","1.0","58723"
"ART_DEF_UNIT_OUTLAW_MONGOL","59283","59291","HorseBip Spine1","59292","1.0","59293"
"ART_DEF_UNIT_TRENCH_CAVALRY_MONGOL","59781","59789","HorseBip Spine1","59790","1.0","59791"
"ART_DEF_UNIT_CARABINIER_ROME","60263","60271","HorseBip Spine1","60272","1.0","60273"
"ART_DEF_UNIT_CAVALRY_ROMAN","60280","60288","HorseBip Spine1","60289","1.0","60290"
"ART_DEF_UNIT_CUIRASSIER_ROME","60449","60457","HorseBip Spine1","60458","1.0","60459"
"ART_DEF_UNIT_DRAGOON_ROME","60466","60474","HorseBip Spine1","60475","1.0","60476"
"ART_DEF_UNIT_HORSEMAN_ROME","60840","60848","HorseBip Spine1","60849","1.0","60850"
"ART_DEF_UNIT_LANCER_ROME","60942","60950","HorseBip Spine1","60951","1.0","60952"
"ART_DEF_UNIT_TRENCH_CAVALRY_ROME","61614","61622","HorseBip Spine1","61623","1.0","61624"
"ART_DEF_UNIT_CAVALRY_CARTHAGE","61933","61941","HorseBip Spine1","61942","1.0","61943"
"ART_DEF_UNIT_CUIRASSIER_CARTHAGE","62052","62059","HorseBip Spine1","62060","1.0","62061"
"ART_DEF_UNIT_HORSEMAN_CARTHAGE","62216","62224","HorseBip Spine1","62225","1.0","62226"
"ART_DEF_UNIT_CAVALRY_CELTIC","62699","62707","HorseBip Spine1","62708","1.0","62709"
"ART_DEF_UNIT_CUIRASSIER_CELTIC","62820","62827","HorseBip Spine1","62828","1.0","62829"
"ART_DEF_UNIT_HORSEMAN_CELTIC","62955","62963","HorseBip Spine1","62964","1.0","62965"
"ART_DEF_UNIT_TRENCH_CAVALRY_CELTIC","63373","63381","HorseBip Spine1","63382","1.0","63383"
"ART_DEF_UNIT_BANDIT_RIDER_JAPAN","63619","63627","HorseBip Spine1","63628","1.0","63629"
"ART_DEF_UNIT_CARABINIER_JAPAN","63720","63728","HorseBip Spine1","63729","1.0","63730"
"ART_DEF_UNIT_CAVALRY_JAPAN","63737","63745","HorseBip Spine1","63746","1.0","63747"
"ART_DEF_UNIT_CUIRASSIER_JAPAN","63855","63862","HorseBip Spine1","63863","1.0","63864"
"ART_DEF_UNIT_HORSEMAN_JAPAN","64049","64057","HorseBip Spine1","64058","1.0","64059"
"ART_DEF_UNIT_LANCER_JAPAN","64101","64109","HorseBip Spine1","64110","1.0","64111"
"ART_DEF_UNIT_TRENCH_CAVALRY_JAPAN","64505","64513","HorseBip Spine1","64514","1.0","64515"
"ART_DEF_UNIT_CARABINIER_KHMER","64799","64807","HorseBip Spine1","64808","1.0","64809"
"ART_DEF_UNIT_CAVALRY_KHMER","64816","64824","HorseBip Spine1","64825","1.0","64826"
"ART_DEF_UNIT_CUIRASSIER_KHMER","64884","64891","HorseBip Spine1","64892","1.0","64893"
"ART_DEF_UNIT_HORSEMAN_KHMER","65052","65060","HorseBip Spine1","65061","1.0","65062"
"ART_DEF_UNIT_CARABINIER_KOREA","65619","65627","HorseBip Spine1","65628","1.0","65629"
"ART_DEF_UNIT_CAVALRY_KOREA","65636","65644","HorseBip Spine1","65645","1.0","65646"
"ART_DEF_UNIT_CUIRASSIER_KOREA","65722","65729","HorseBip Spine1","65730","1.0","65731"
"ART_DEF_UNIT_CARABINIER_MALI","66364","66372","HorseBip Spine1","66373","1.0","66374"
"ART_DEF_UNIT_CAVALRY_MALI","66381","66389","HorseBip Spine1","66390","1.0","66391"
"ART_DEF_UNIT_HORSEMAN_MALI","66618","66626","HorseBip Spine1","66627","1.0","66628"
"ART_DEF_UNIT_ADVENTURER_NUBIA","67036","67044","HorseBip Spine1","67045","1.0","67046"
"ART_DEF_UNIT_CARABINIER_NUBIA","67118","67126","HorseBip Spine1","67127","1.0","67128"
"ART_DEF_UNIT_CAVALRY_NUBIA","67135","67143","HorseBip Spine1","67144","1.0","67145"
"ART_DEF_UNIT_HORSEMAN_NUBIA","67371","67379","HorseBip Spine1","67380","1.0","67381"
"ART_DEF_UNIT_TRENCH_CAVALRY_NUBIA","67698","67706","HorseBip Spine1","67707","1.0","67708"
"ART_DEF_UNIT_CARABINIER_OTTOMAN","67835","67843","HorseBip Spine1","67844","1.0","67845"
"ART_DEF_UNIT_CAVALRY_OTTOMAN","67852","67860","HorseBip Spine1","67861","1.0","67862"
"ART_DEF_UNIT_CUIRASSIER_OTTOMAN","67986","67994","HorseBip Spine1","67995","1.0","67996"
"ART_DEF_UNIT_DRAGOON_OTTOMAN","68003","68011","HorseBip Spine1","68012","1.0","68013"
"ART_DEF_UNIT_TRENCH_CAVALRY_OTTOMAN","68558","68566","HorseBip Spine1","68567","1.0","68568"
"ART_DEF_UNIT_ADVENTURER_POLYNESIA","68699","68707","HorseBip Spine1","68708","1.0","68709"
"ART_DEF_UNIT_CARABINIER_POLYNESIA","68939","68947","HorseBip Spine1","68948","1.0","68949"
"ART_DEF_UNIT_CAVALRY_POLYNESIA","68956","68964","HorseBip Spine1","68965","1.0","68966"
"ART_DEF_UNIT_CUIRASSIER_POLYNESIA","69124","69132","HorseBip Spine1","69133","1.0","69134"
"ART_DEF_UNIT_DRAGOON_POLYNESIA","69141","69149","HorseBip Spine1","69150","1.0","69151"
"ART_DEF_UNIT_HORSEMAN_POLYNESIA","69513","69521","HorseBip Spine1","69522","1.0","69523"
"ART_DEF_UNIT_LANCER_POLYNESIA","69615","69623","HorseBip Spine1","69624","1.0","69625"
"ART_DEF_UNIT_TRENCH_CAVALRY_POLYNESIA","70341","70349","HorseBip Spine1","70350","1.0","70351"
"ART_DEF_UNIT_ADVENTURER_RUSSIAN","70604","70612","HorseBip Spine1","70613","1.0","70614"
"ART_DEF_UNIT_CARABINIER_RUSSIAN","70816","70824","HorseBip Spine1","70825","1.0","70826"
"ART_DEF_UNIT_CAVALRY_RUSSIAN","70868","70876","HorseBip Spine1","70877","1.0","70878"
"ART_DEF_UNIT_CUIRASSIER_RUSSIAN","70984","70992","HorseBip Spine1","70993","1.0","70994"
"ART_DEF_UNIT_HIGHWAYMAN_RUSSIAN","71356","71364","HorseBip Spine1","71365","1.0","71366"
"ART_DEF_UNIT_HORSEMAN_RUSSIAN","71391","71399","HorseBip Spine1","71400","1.0","71401"
"ART_DEF_UNIT_LANCER_RUSSIAN","71517","71525","HorseBip Spine1","71526","1.0","71527"
"ART_DEF_UNIT_TRENCH_CAVALRY_RUSSIAN","72194","72202","HorseBip Spine1","72203","1.0","72204"
"ART_DEF_UNIT_CARABINIER_SPANISH","72509","72517","HorseBip Spine1","72518","1.0","72519"
"ART_DEF_UNIT_CAVALRY_SPANISH","72526","72534","HorseBip Spine1","72535","1.0","72536"
"ART_DEF_UNIT_CUIRASSIER_SPANISH","72642","72650","HorseBip Spine1","72651","1.0","72652"
"ART_DEF_UNIT_HORSEMAN_SPANISH","72832","72840","HorseBip Spine1","72841","1.0","72842"
"ART_DEF_UNIT_ADVENTURER_VIKING","73216","73224","HorseBip Spine1","73225","1.0","73226"
"ART_DEF_UNIT_BANDIT_RIDER_VIKING","73303","73311","HorseBip Spine1","73312","1.0","73313"
"ART_DEF_UNIT_CARABINIER_VIKING","73386","73394","HorseBip Spine1","73395","1.0","73396"
"ART_DEF_UNIT_CAVALRY_VIKING","73403","73411","HorseBip Spine1","73412","1.0","73413"
"ART_DEF_UNIT_CUIRASSIER_VIKING","73488","73496","HorseBip Spine1","73497","1.0","73498"
"ART_DEF_UNIT_DRAGOON_VIKING","73505","73513","HorseBip Spine1","73514","1.0","73515"
"ART_DEF_UNIT_HORSEMAN_VIKING","73761","73769","HorseBip Spine1","73770","1.0","73771"
"ART_DEF_UNIT_AUGUSTINE_I","74519","74527","HorseBip Spine1","74528","1.0","74529"
"ART_DEF_UNIT_BUFFALO_HUMP","74537","74545","HorseBip Spine1","74546","1.0","74547"
"ART_DEF_UNIT_HUSSAR","75121","75129","HorseBip Spine1","75130","1.0","75131"
"ART_DEF_UNIT_LLANERO","75156","75164","HorseBip Spine1","75165","1.0","75166"
"ART_DEF_UNIT_MAMBISE","75551","75559","HorseBip Spine1","75560","1.0","75561"
"ART_DEF_UNIT_BOER_CAVALRY","75569","75577","HorseBip Spine1","75578","1.0","75579"
"ART_DEF_UNIT_UHLAN","75707","75715","HorseBip Spine1","75716","1.0","75717"
"ART_DEF_UNIT_MANUELITO","75897","75905","HorseBip Spine1","75906","1.0","75907"
"ART_DEF_UNIT_MOUNTED_GRENADIERS","79670","79679","HorseBip Spine1","79680","1.0","79681"
"ART_DEF_UNIT_PEDRO_DE_AGUADO","79884","79894","HorseBip Spine1","79895","1.0","79896"
"ART_DEF_UNIT_ALTAMIRANO","80004","80014","HorseBip Spine1","80015","1.0","80016"
"ART_DEF_UNIT_LOPHORON","80411","80421","HorseBip Spine1","80422","1.0","80423"
"ART_DEF_UNIT_PAIUTE_CAVALRY","80489","80498","HorseBip Spine1","80499","1.0","80500"
"ART_DEF_UNIT_VASCO_DE_BALBOA","80627","80637","HorseBip Spine1","80638","1.0","80639"
"ART_DEF_UNIT_JOSE_DE_FRANCIA","80666","80676","HorseBip Spine1","80677","1.0","80678"
"ART_DEF_UNIT_SHER_ALI_KHAN","80705","80715","HorseBip Spine1","80716","1.0","80717"
"ART_DEF_UNIT_PERUVIAN_CONQUISTADOR","80725","80734","HorseBip Spine1","80735","1.0","80736"
"ART_DEF_UNIT_AUGUSTO_LEGUIA","80744","80754","HorseBip Spine1","80755","1.0","80756"
"ART_DEF_UNIT_KANGXI","81256","81266","HorseBip Spine1","81267","1.0","81268"
"ART_DEF_UNIT_ISMAIL_I","81606","81616","HorseBip Spine1","81617","1.0","81618"
"ART_DEF_UNIT_KANISHKA","81626","81636","HorseBip Spine1","81637","1.0","81638"
"ART_DEF_UNIT_MUHAMMAD_AHMAD","82306","82316","HorseBip Spine1","82317","1.0","82318"
"ART_DEF_UNIT_OMUCHTAN","82442","82451","HorseBip Spine1","82452","1.0","82453"
"ART_DEF_UNIT_KATIPUNAN_CAVALRY","82481","82490","HorseBip Spine1","82491","1.0","82492"
"ART_DEF_UNIT_TUGAY_BEY","82894","82904","HorseBip Spine1","82905","1.0","82906"
"ART_DEF_UNIT_KHINGILA_WARRIORS","83323","83332","HorseBip Spine1","83333","1.0","83334"
"ART_DEF_UNIT_ZAPOROZKI_KOZAK","83545","83554","HorseBip Spine1","83555","1.0","83556"
"ART_DEF_UNIT_SAUD_CAVALRY","83835","83844","HorseBip Spine1","83845","1.0","83846"
"ART_DEF_UNIT_VANDAL_PILLAGER","83913","83922","HorseBip Spine1","83923","1.0","83924"
"ART_DEF_UNIT_WARAY_RIDERS","83956","83965","HorseBip Spine1","83966","1.0","83967"
"ART_DEF_UNIT_WAYUU_CAVALRY","84112","84121","HorseBip Spine1","84122","1.0","84123"
"ART_DEF_UNIT_AKSUM_MERCHANTS","85294","85303","HorseBip Spine1","85304","1.0","85305"
"ART_DEF_UNIT_MINGBURNU","85642","85652","HorseBip Spine1","85653","1.0","85654"
"ART_DEF_UNIT_SERU_EPENISA_CAKOBAU","86245","86255","HorseBip Spine1","86256","1.0","86257"
"ART_DEF_UNIT_GAUCHO_CAVALRY","86475","86484","HorseBip Spine1","86485","1.0","86486"
"ART_DEF_UNIT_JUAN_MANUEL_DE_ROSAS","86494","86504","HorseBip Spine1","86505","1.0","86506"
"ART_DEF_UNIT_MONASPA_GUARD","86514","86523","HorseBip Spine1","86524","1.0","86525"
"ART_DEF_UNIT_ALVARADO_CAVALRY","86865","86874","HorseBip Spine1","86875","1.0","86876"
"ART_DEF_UNIT_MYRH_CARAVAN","87040","87049","HorseBip Spine1","87050","1.0","87051"
"ART_DEF_UNIT_BATYRS","87905","87914","HorseBip Spine1","87915","1.0","87916"
"ART_DEF_UNIT_ABAOJI","88018","88028","HorseBip Spine1","88029","1.0","88030"
